danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Hot
0.674,0.58,8,-4.866,1,0.0311,0.0609,0,0.159,0.0759,121.987,audio_features,3i6sCTU7ENlnHpHvrHUitW,spotify:track:3i6sCTU7ENlnHpHvrHUitW,https://api.spotify.com/v1/tracks/3i6sCTU7ENlnHpHvrHUitW,https://api.spotify.com/v1/audio-analysis/3i6sCTU7ENlnHpHvrHUitW,259672,4,False
0.441,0.882,7,-7.363,1,0.044,0.0195,0.00684,0.15,0.418,83.371,audio_features,21Mq0NzFoVRvOmLTOnJjng,spotify:track:21Mq0NzFoVRvOmLTOnJjng,https://api.spotify.com/v1/tracks/21Mq0NzFoVRvOmLTOnJjng,https://api.spotify.com/v1/audio-analysis/21Mq0NzFoVRvOmLTOnJjng,151573,4,False
0.575,0.52,8,-6.568,1,0.0259,0.0506,0,0.0921,0.478,136.042,audio_features,5TkXm783DrsA17o8sdPLmS,spotify:track:5TkXm783DrsA17o8sdPLmS,https://api.spotify.com/v1/tracks/5TkXm783DrsA17o8sdPLmS,https://api.spotify.com/v1/audio-analysis/5TkXm783DrsA17o8sdPLmS,213880,4,False
0.161,0.0316,1,-24.25,1,0.0443,0.975,0.94,0.0949,0.0338,132.715,audio_features,76nyZgBXRtVCjvaZOnCbY9,spotify:track:76nyZgBXRtVCjvaZOnCbY9,https://api.spotify.com/v1/tracks/76nyZgBXRtVCjvaZOnCbY9,https://api.spotify.com/v1/audio-analysis/76nyZgBXRtVCjvaZOnCbY9,769453,1,False
0.442,0.322,6,-9.718,0,0.0328,0.971,0.871,0.132,0.307,79.513,audio_features,4NZRU7uEZEL4nH29wAXtCg,spotify:track:4NZRU7uEZEL4nH29wAXtCg,https://api.spotify.com/v1/tracks/4NZRU7uEZEL4nH29wAXtCg,https://api.spotify.com/v1/audio-analysis/4NZRU7uEZEL4nH29wAXtCg,349600,4,False
0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,audio_features,20on25jryn53hWghthWWW3,spotify:track:20on25jryn53hWghthWWW3,https://api.spotify.com/v1/tracks/20on25jryn53hWghthWWW3,https://api.spotify.com/v1/audio-analysis/20on25jryn53hWghthWWW3,157890,4,False
0.643,0.392,6,-18.163,0,0.93,0.808,0,0.815,0.61,96.547,audio_features,4VUZqj1TLR9rt5XTKeBFPT,spotify:track:4VUZqj1TLR9rt5XTKeBFPT,https://api.spotify.com/v1/tracks/4VUZqj1TLR9rt5XTKeBFPT,https://api.spotify.com/v1/audio-analysis/4VUZqj1TLR9rt5XTKeBFPT,31002,1,False
0.37,0.14,2,-15.581,1,0.0319,0.976,0.943,0.0965,0.501,142.384,audio_features,30UFGnajgHSPdS7jCYlTxc,spotify:track:30UFGnajgHSPdS7jCYlTxc,https://api.spotify.com/v1/tracks/30UFGnajgHSPdS7jCYlTxc,https://api.spotify.com/v1/audio-analysis/30UFGnajgHSPdS7jCYlTxc,256067,3,False
0.535,0.228,2,-15.356,1,0.0375,0.662,0,0.133,0.31,75.37,audio_features,6SjaZhoaNKqp6R3Q76h1gw,spotify:track:6SjaZhoaNKqp6R3Q76h1gw,https://api.spotify.com/v1/tracks/6SjaZhoaNKqp6R3Q76h1gw,https://api.spotify.com/v1/audio-analysis/6SjaZhoaNKqp6R3Q76h1gw,157467,4,False
0.342,0.948,0,-4.338,1,0.0507,1.72e-06,0.0219,0.171,0.336,75.251,audio_features,6of8SnWWABhtnPslanrJhh,spotify:track:6of8SnWWABhtnPslanrJhh,https://api.spotify.com/v1/tracks/6of8SnWWABhtnPslanrJhh,https://api.spotify.com/v1/audio-analysis/6of8SnWWABhtnPslanrJhh,188053,4,False
0.764,0.394,8,-8.559,1,0.154,0.224,8.71e-05,0.119,0.471,92.011,audio_features,0oufSLnKQDoBFX5mgkDCgR,spotify:track:0oufSLnKQDoBFX5mgkDCgR,https://api.spotify.com/v1/tracks/0oufSLnKQDoBFX5mgkDCgR,https://api.spotify.com/v1/audio-analysis/0oufSLnKQDoBFX5mgkDCgR,158421,4,False
0.519,0.376,2,-7.536,0,0.0286,0.537,0.000218,0.118,0.475,152.117,audio_features,1MZPteit5RISR1rqp6YnnW,spotify:track:1MZPteit5RISR1rqp6YnnW,https://api.spotify.com/v1/tracks/1MZPteit5RISR1rqp6YnnW,https://api.spotify.com/v1/audio-analysis/1MZPteit5RISR1rqp6YnnW,247213,4,False
0.306,0.995,11,-3.201,0,0.0984,0.000248,2.89e-05,0.321,0.414,199.942,audio_features,5kVxybN515vIePWLOpUT5n,spotify:track:5kVxybN515vIePWLOpUT5n,https://api.spotify.com/v1/tracks/5kVxybN515vIePWLOpUT5n,https://api.spotify.com/v1/audio-analysis/5kVxybN515vIePWLOpUT5n,282440,4,False
0.466,0.34,9,-18.63,0,0.0341,0.748,0.912,0.152,0.358,125.93,audio_features,0MaVUHLJImj4GHdab5Xbmb,spotify:track:0MaVUHLJImj4GHdab5Xbmb,https://api.spotify.com/v1/tracks/0MaVUHLJImj4GHdab5Xbmb,https://api.spotify.com/v1/audio-analysis/0MaVUHLJImj4GHdab5Xbmb,186840,3,False
0.325,0.322,8,-16.613,1,0.03,0.887,0.214,0.118,0.724,182.073,audio_features,2wiV5iKq5F5A0KUee4OrlK,spotify:track:2wiV5iKq5F5A0KUee4OrlK,https://api.spotify.com/v1/tracks/2wiV5iKq5F5A0KUee4OrlK,https://api.spotify.com/v1/audio-analysis/2wiV5iKq5F5A0KUee4OrlK,329361,3,False
0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,audio_features,0BCPKOYdS2jbQ8iyB56Zns,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/tracks/0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/audio-analysis/0BCPKOYdS2jbQ8iyB56Zns,307880,4,False
0.184,0.996,1,-21.348,1,0.0637,0.549,0.943,0.432,0.00478,58.965,audio_features,4TFk3OCQ4RB2NLvCQvYanU,spotify:track:4TFk3OCQ4RB2NLvCQvYanU,https://api.spotify.com/v1/tracks/4TFk3OCQ4RB2NLvCQvYanU,https://api.spotify.com/v1/audio-analysis/4TFk3OCQ4RB2NLvCQvYanU,128016,3,False
0.354,0.287,2,-14.854,1,0.0322,0.895,0.344,0.367,0.295,144.17,audio_features,06qgM0zDGygpTMVg0EKNJo,spotify:track:06qgM0zDGygpTMVg0EKNJo,https://api.spotify.com/v1/tracks/06qgM0zDGygpTMVg0EKNJo,https://api.spotify.com/v1/audio-analysis/06qgM0zDGygpTMVg0EKNJo,228480,5,False
0.384,0.253,4,-16.39,1,0.0531,0.98,0.762,0.085,0.543,160.062,audio_features,0MODKiB5LcDvJPbjAdCSv7,spotify:track:0MODKiB5LcDvJPbjAdCSv7,https://api.spotify.com/v1/tracks/0MODKiB5LcDvJPbjAdCSv7,https://api.spotify.com/v1/audio-analysis/0MODKiB5LcDvJPbjAdCSv7,147693,3,False
0.511,0.469,7,-9.713,1,0.0332,0.702,0.073,0.208,0.584,121.307,audio_features,5yCDZ1nxkdd8GOkU3rncjR,spotify:track:5yCDZ1nxkdd8GOkU3rncjR,https://api.spotify.com/v1/tracks/5yCDZ1nxkdd8GOkU3rncjR,https://api.spotify.com/v1/audio-analysis/5yCDZ1nxkdd8GOkU3rncjR,161627,4,False
0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,audio_features,3AzjcOeAmA57TIOr9zF1ZW,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,https://api.spotify.com/v1/tracks/3AzjcOeAmA57TIOr9zF1ZW,https://api.spotify.com/v1/audio-analysis/3AzjcOeAmA57TIOr9zF1ZW,193829,4,False
0.331,0.343,4,-10.319,0,0.0308,0.889,0.00859,0.0907,0.126,99.641,audio_features,0zXb1tOIGDogRSvmk1e3vw,spotify:track:0zXb1tOIGDogRSvmk1e3vw,https://api.spotify.com/v1/tracks/0zXb1tOIGDogRSvmk1e3vw,https://api.spotify.com/v1/audio-analysis/0zXb1tOIGDogRSvmk1e3vw,247293,3,False
0.442,0.377,10,-8.308,0,0.0401,0.721,0.0134,0.904,0.405,148.117,audio_features,4MmhIL20DJYT2gf8UXFkyY,spotify:track:4MmhIL20DJYT2gf8UXFkyY,https://api.spotify.com/v1/tracks/4MmhIL20DJYT2gf8UXFkyY,https://api.spotify.com/v1/audio-analysis/4MmhIL20DJYT2gf8UXFkyY,266200,3,False
0.557,0.325,7,-14.369,1,0.0327,0.988,0.939,0.507,0.781,85.982,audio_features,1P0zcdF43KTZudxX3Khqwu,spotify:track:1P0zcdF43KTZudxX3Khqwu,https://api.spotify.com/v1/tracks/1P0zcdF43KTZudxX3Khqwu,https://api.spotify.com/v1/audio-analysis/1P0zcdF43KTZudxX3Khqwu,176267,1,False
0.472,0.679,9,-6.089,0,0.163,0.0126,0,0.102,0.311,129.98,audio_features,7kqCbVG93MnBnkRGiKWTPs,spotify:track:7kqCbVG93MnBnkRGiKWTPs,https://api.spotify.com/v1/tracks/7kqCbVG93MnBnkRGiKWTPs,https://api.spotify.com/v1/audio-analysis/7kqCbVG93MnBnkRGiKWTPs,244940,4,False
0.622,0.505,7,-12.172,1,0.0488,0.905,0.861,0.0796,0.841,135.356,audio_features,6wpxY2EBhtXHonWi4yvaEo,spotify:track:6wpxY2EBhtXHonWi4yvaEo,https://api.spotify.com/v1/tracks/6wpxY2EBhtXHonWi4yvaEo,https://api.spotify.com/v1/audio-analysis/6wpxY2EBhtXHonWi4yvaEo,168640,3,False
0.568,0.868,9,-6.717,0,0.152,0.0813,0,0.1,0.649,146.146,audio_features,4eHoGblav3xdQzdywoZAoY,spotify:track:4eHoGblav3xdQzdywoZAoY,https://api.spotify.com/v1/tracks/4eHoGblav3xdQzdywoZAoY,https://api.spotify.com/v1/audio-analysis/4eHoGblav3xdQzdywoZAoY,203237,3,False
0.472,0.872,2,-5.244,1,0.0987,0.00328,0.00254,0.212,0.328,180.053,audio_features,5d0CEohvmvqcizfc0cXn1t,spotify:track:5d0CEohvmvqcizfc0cXn1t,https://api.spotify.com/v1/tracks/5d0CEohvmvqcizfc0cXn1t,https://api.spotify.com/v1/audio-analysis/5d0CEohvmvqcizfc0cXn1t,164667,4,False
0.629,0.31,0,-11.64,1,0.0444,0.829,0,0.154,0.733,109.706,audio_features,6Sg1iIseE2INpyIPxGLy4h,spotify:track:6Sg1iIseE2INpyIPxGLy4h,https://api.spotify.com/v1/tracks/6Sg1iIseE2INpyIPxGLy4h,https://api.spotify.com/v1/audio-analysis/6Sg1iIseE2INpyIPxGLy4h,208693,4,False
0.574,0.692,4,-12.392,0,0.0277,0.0379,0.0133,0.0816,0.726,103.23,audio_features,12KHL35i3hA6YltMGTd1O2,spotify:track:12KHL35i3hA6YltMGTd1O2,https://api.spotify.com/v1/tracks/12KHL35i3hA6YltMGTd1O2,https://api.spotify.com/v1/audio-analysis/12KHL35i3hA6YltMGTd1O2,207000,4,False
0.796,0.627,4,-5.822,0,0.0339,0.336,0,0.159,0.747,107.034,audio_features,6gUY9SLeGy1YZWI7KFI5DV,spotify:track:6gUY9SLeGy1YZWI7KFI5DV,https://api.spotify.com/v1/tracks/6gUY9SLeGy1YZWI7KFI5DV,https://api.spotify.com/v1/audio-analysis/6gUY9SLeGy1YZWI7KFI5DV,219482,4,False
0.395,0.87,7,-7.184,1,0.0954,0.0245,0,0.143,0.441,199.994,audio_features,1CwpBhGNjPecrcUo45vpMB,spotify:track:1CwpBhGNjPecrcUo45vpMB,https://api.spotify.com/v1/tracks/1CwpBhGNjPecrcUo45vpMB,https://api.spotify.com/v1/audio-analysis/1CwpBhGNjPecrcUo45vpMB,228533,3,False
0.725,0.707,7,-6.523,0,0.0295,0.0566,1.9e-05,0.195,0.825,133.263,audio_features,6lRKi45tEJpbAkjqvkxq4z,spotify:track:6lRKi45tEJpbAkjqvkxq4z,https://api.spotify.com/v1/tracks/6lRKi45tEJpbAkjqvkxq4z,https://api.spotify.com/v1/audio-analysis/6lRKi45tEJpbAkjqvkxq4z,220163,4,False
0.45,0.00688,7,-26.576,1,0.103,0.995,0.926,0.11,0.0647,68.663,audio_features,08zG2Lrqlfp3ldWVzEbnjc,spotify:track:08zG2Lrqlfp3ldWVzEbnjc,https://api.spotify.com/v1/tracks/08zG2Lrqlfp3ldWVzEbnjc,https://api.spotify.com/v1/audio-analysis/08zG2Lrqlfp3ldWVzEbnjc,259750,4,False
0.73,0.753,7,-7.325,1,0.0563,0.0633,0,0.162,0.506,118.141,audio_features,7nns1mXCAjeh1rhFV6dlF8,spotify:track:7nns1mXCAjeh1rhFV6dlF8,https://api.spotify.com/v1/tracks/7nns1mXCAjeh1rhFV6dlF8,https://api.spotify.com/v1/audio-analysis/7nns1mXCAjeh1rhFV6dlF8,179926,4,False
0.471,0.406,7,-13.301,1,0.0443,0.237,0.0474,0.704,0.407,97.447,audio_features,0gg8QQc9F54z8TyemVh64i,spotify:track:0gg8QQc9F54z8TyemVh64i,https://api.spotify.com/v1/tracks/0gg8QQc9F54z8TyemVh64i,https://api.spotify.com/v1/audio-analysis/0gg8QQc9F54z8TyemVh64i,670653,4,False
0.418,0.11,2,-21.504,1,0.0489,0.993,0.924,0.0796,0.0796,175.261,audio_features,1E8KHXxiST3hTao3SaDui3,spotify:track:1E8KHXxiST3hTao3SaDui3,https://api.spotify.com/v1/tracks/1E8KHXxiST3hTao3SaDui3,https://api.spotify.com/v1/audio-analysis/1E8KHXxiST3hTao3SaDui3,232667,3,False
0.908,0.314,0,-9.614,1,0.116,0.0424,4.15e-05,0.0727,0.244,97.011,audio_features,3D0pmiK3zyF9PudyJ8mkor,spotify:track:3D0pmiK3zyF9PudyJ8mkor,https://api.spotify.com/v1/tracks/3D0pmiK3zyF9PudyJ8mkor,https://api.spotify.com/v1/audio-analysis/3D0pmiK3zyF9PudyJ8mkor,160825,4,False
0.85,0.454,9,-10.005,1,0.0504,0.669,0.000245,0.0652,0.949,106.28,audio_features,6HxrX0t2TnBbrAYTaV3zj0,spotify:track:6HxrX0t2TnBbrAYTaV3zj0,https://api.spotify.com/v1/tracks/6HxrX0t2TnBbrAYTaV3zj0,https://api.spotify.com/v1/audio-analysis/6HxrX0t2TnBbrAYTaV3zj0,189600,4,False
0.921,0.84,6,-5.191,1,0.348,0.0852,0.000843,0.29,0.846,147.929,audio_features,6m5dFmRY5jYgAVBGpZYhQS,spotify:track:6m5dFmRY5jYgAVBGpZYhQS,https://api.spotify.com/v1/tracks/6m5dFmRY5jYgAVBGpZYhQS,https://api.spotify.com/v1/audio-analysis/6m5dFmRY5jYgAVBGpZYhQS,183649,4,False
0.789,0.509,6,-8.629,0,0.277,0.525,7.55e-06,0.0936,0.61,75.009,audio_features,39LJCSHy7nB1akjmhMQ7Y7,spotify:track:39LJCSHy7nB1akjmhMQ7Y7,https://api.spotify.com/v1/tracks/39LJCSHy7nB1akjmhMQ7Y7,https://api.spotify.com/v1/audio-analysis/39LJCSHy7nB1akjmhMQ7Y7,188042,4,False
0.141,0.173,10,-16.908,0,0.0379,0.981,0.718,0.109,0.0489,78.671,audio_features,7hFnZB2iMEDf4ZpYvdmWCV,spotify:track:7hFnZB2iMEDf4ZpYvdmWCV,https://api.spotify.com/v1/tracks/7hFnZB2iMEDf4ZpYvdmWCV,https://api.spotify.com/v1/audio-analysis/7hFnZB2iMEDf4ZpYvdmWCV,559373,3,False
0.311,0.67,9,-5.074,1,0.0368,0.353,0.22,0.14,0.289,127.818,audio_features,2CU9pGd7lq4fSHiFwjs842,spotify:track:2CU9pGd7lq4fSHiFwjs842,https://api.spotify.com/v1/tracks/2CU9pGd7lq4fSHiFwjs842,https://api.spotify.com/v1/audio-analysis/2CU9pGd7lq4fSHiFwjs842,480133,4,False
0.462,0.819,7,-5.808,1,0.0543,0.296,0,0.399,0.727,78.91,audio_features,1ysLAE6TR7ie1IFVtJ5nMy,spotify:track:1ysLAE6TR7ie1IFVtJ5nMy,https://api.spotify.com/v1/tracks/1ysLAE6TR7ie1IFVtJ5nMy,https://api.spotify.com/v1/audio-analysis/1ysLAE6TR7ie1IFVtJ5nMy,203250,4,False
0.558,0.491,0,-13.301,1,0.062,0.0799,0.817,0.257,0.429,75.705,audio_features,3Wv8mEuKRNdn6S0u5BDbL3,spotify:track:3Wv8mEuKRNdn6S0u5BDbL3,https://api.spotify.com/v1/tracks/3Wv8mEuKRNdn6S0u5BDbL3,https://api.spotify.com/v1/audio-analysis/3Wv8mEuKRNdn6S0u5BDbL3,324502,4,False
0.502,0.953,2,-1.419,1,0.063,0.00831,0,0.432,0.695,167.908,audio_features,3RoHAivw8gRyzlWDsvbFTB,spotify:track:3RoHAivw8gRyzlWDsvbFTB,https://api.spotify.com/v1/tracks/3RoHAivw8gRyzlWDsvbFTB,https://api.spotify.com/v1/audio-analysis/3RoHAivw8gRyzlWDsvbFTB,224627,4,False
0.677,0.785,7,-2.305,1,0.0272,0.332,0.000504,0.176,0.714,92.006,audio_features,1LfdMkyIYbiVKbgrDFyDCm,spotify:track:1LfdMkyIYbiVKbgrDFyDCm,https://api.spotify.com/v1/tracks/1LfdMkyIYbiVKbgrDFyDCm,https://api.spotify.com/v1/audio-analysis/1LfdMkyIYbiVKbgrDFyDCm,176080,4,False
0.553,0.776,2,-4.655,1,0.0363,0.22,4.16e-06,0.211,0.457,133.623,audio_features,5TmhqbiH4uwbNso3TGH8dt,spotify:track:5TmhqbiH4uwbNso3TGH8dt,https://api.spotify.com/v1/tracks/5TmhqbiH4uwbNso3TGH8dt,https://api.spotify.com/v1/audio-analysis/5TmhqbiH4uwbNso3TGH8dt,238933,3,False
0.457,0.285,2,-18.828,1,0.0574,0.99,0.758,0.113,0.514,112.755,audio_features,2Cv1usptnljEAsTE4399pP,spotify:track:2Cv1usptnljEAsTE4399pP,https://api.spotify.com/v1/tracks/2Cv1usptnljEAsTE4399pP,https://api.spotify.com/v1/audio-analysis/2Cv1usptnljEAsTE4399pP,112467,4,False
0.643,0.38,7,-18.02,1,0.899,0.721,0,0.451,0.344,119.682,audio_features,0qsI6JE8vxwtP3yQVPXAq8,spotify:track:0qsI6JE8vxwtP3yQVPXAq8,https://api.spotify.com/v1/tracks/0qsI6JE8vxwtP3yQVPXAq8,https://api.spotify.com/v1/audio-analysis/0qsI6JE8vxwtP3yQVPXAq8,144867,3,False
0.684,0.527,10,-17.625,0,0.263,0.00218,1.87e-06,0.0867,0.667,156.042,audio_features,648XYzmJdHhZqG7caVS0OI,spotify:track:648XYzmJdHhZqG7caVS0OI,https://api.spotify.com/v1/tracks/648XYzmJdHhZqG7caVS0OI,https://api.spotify.com/v1/audio-analysis/648XYzmJdHhZqG7caVS0OI,238493,4,False
0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947,4,False
0.525,0.886,11,-3.893,1,0.155,0.0376,0,0.534,0.481,102.95,audio_features,0ETjZuqjAa0vCATrGRjJ3S,spotify:track:0ETjZuqjAa0vCATrGRjJ3S,https://api.spotify.com/v1/tracks/0ETjZuqjAa0vCATrGRjJ3S,https://api.spotify.com/v1/audio-analysis/0ETjZuqjAa0vCATrGRjJ3S,193401,4,False
0.523,0.402,0,-8.233,1,0.0305,0.778,0,0.432,0.675,70.863,audio_features,0WVTQp3SOCuMr08jh1jweV,spotify:track:0WVTQp3SOCuMr08jh1jweV,https://api.spotify.com/v1/tracks/0WVTQp3SOCuMr08jh1jweV,https://api.spotify.com/v1/audio-analysis/0WVTQp3SOCuMr08jh1jweV,162533,4,False
0.581,0.878,10,-5.227,1,0.119,0.426,0,0.176,0.431,98.04,audio_features,6REVaI9b1L8YATSTsGusgR,spotify:track:6REVaI9b1L8YATSTsGusgR,https://api.spotify.com/v1/tracks/6REVaI9b1L8YATSTsGusgR,https://api.spotify.com/v1/audio-analysis/6REVaI9b1L8YATSTsGusgR,219867,4,False
0.606,0.652,9,-6.982,1,0.0281,0.323,0,0.201,0.476,97.155,audio_features,5AnSllIrgGsCZzZJkVnApx,spotify:track:5AnSllIrgGsCZzZJkVnApx,https://api.spotify.com/v1/tracks/5AnSllIrgGsCZzZJkVnApx,https://api.spotify.com/v1/audio-analysis/5AnSllIrgGsCZzZJkVnApx,182493,4,False
0.688,0.665,0,-6.913,1,0.0272,0.324,0.299,0.079,0.527,82.057,audio_features,2LX14II0R3mUplmVHRVGIT,spotify:track:2LX14II0R3mUplmVHRVGIT,https://api.spotify.com/v1/tracks/2LX14II0R3mUplmVHRVGIT,https://api.spotify.com/v1/audio-analysis/2LX14II0R3mUplmVHRVGIT,169756,4,False
0.476,0.605,6,-8.569,0,0.0293,0.4,0.544,0.105,0.458,125.002,audio_features,5lzLhFRsmQ7oOgbMOnbMmb,spotify:track:5lzLhFRsmQ7oOgbMOnbMmb,https://api.spotify.com/v1/tracks/5lzLhFRsmQ7oOgbMOnbMmb,https://api.spotify.com/v1/audio-analysis/5lzLhFRsmQ7oOgbMOnbMmb,189547,4,False
0.473,0.534,7,-7.9,1,0.0406,0.00471,0.00431,0.166,0.534,183.973,audio_features,33vONnAGzbroR9nMCvpRvo,spotify:track:33vONnAGzbroR9nMCvpRvo,https://api.spotify.com/v1/tracks/33vONnAGzbroR9nMCvpRvo,https://api.spotify.com/v1/audio-analysis/33vONnAGzbroR9nMCvpRvo,207507,4,False
0.798,0.799,0,-6.181,0,0.343,0.114,3.04e-06,0.14,0.287,164.971,audio_features,44x52QgzCxa1VdrLLNZMaw,spotify:track:44x52QgzCxa1VdrLLNZMaw,https://api.spotify.com/v1/tracks/44x52QgzCxa1VdrLLNZMaw,https://api.spotify.com/v1/audio-analysis/44x52QgzCxa1VdrLLNZMaw,185725,3,False
0.686,0.762,0,-7.121,1,0.13,0.113,0,0.394,0.701,121.805,audio_features,6vbSCjTx94pn86ZVLsZkdW,spotify:track:6vbSCjTx94pn86ZVLsZkdW,https://api.spotify.com/v1/tracks/6vbSCjTx94pn86ZVLsZkdW,https://api.spotify.com/v1/audio-analysis/6vbSCjTx94pn86ZVLsZkdW,240588,4,False
0.136,0.0157,0,-25.802,1,0.0437,0.988,0.844,0.0958,0.0388,84.412,audio_features,2cqAE5A6z9v5nBvNvQ8VBf,spotify:track:2cqAE5A6z9v5nBvNvQ8VBf,https://api.spotify.com/v1/tracks/2cqAE5A6z9v5nBvNvQ8VBf,https://api.spotify.com/v1/audio-analysis/2cqAE5A6z9v5nBvNvQ8VBf,195027,3,False
0.67,0.643,5,-4.553,1,0.0465,0.118,0,0.192,0.703,123.979,audio_features,5DZwnLxHjWTZaz9jOpRhxb,spotify:track:5DZwnLxHjWTZaz9jOpRhxb,https://api.spotify.com/v1/tracks/5DZwnLxHjWTZaz9jOpRhxb,https://api.spotify.com/v1/audio-analysis/5DZwnLxHjWTZaz9jOpRhxb,201159,4,False
0.672,0.788,10,-8.393,0,0.0398,0.125,0.366,0.0829,0.356,121.99,audio_features,4esEsg9IxiTAGMBQLe9XOu,spotify:track:4esEsg9IxiTAGMBQLe9XOu,https://api.spotify.com/v1/tracks/4esEsg9IxiTAGMBQLe9XOu,https://api.spotify.com/v1/audio-analysis/4esEsg9IxiTAGMBQLe9XOu,204568,4,False
0.428,0.432,1,-9.447,1,0.0589,0.906,0.000257,0.0755,0.434,153.225,audio_features,7s6nlZ1sOr1JfKOg1QkLLF,spotify:track:7s6nlZ1sOr1JfKOg1QkLLF,https://api.spotify.com/v1/tracks/7s6nlZ1sOr1JfKOg1QkLLF,https://api.spotify.com/v1/audio-analysis/7s6nlZ1sOr1JfKOg1QkLLF,230573,5,False
0.751,0.414,6,-9.887,1,0.0287,0.391,0.000255,0.12,0.866,109.992,audio_features,0ZFBzRwxmeqnh3IdaZS6rn,spotify:track:0ZFBzRwxmeqnh3IdaZS6rn,https://api.spotify.com/v1/tracks/0ZFBzRwxmeqnh3IdaZS6rn,https://api.spotify.com/v1/audio-analysis/0ZFBzRwxmeqnh3IdaZS6rn,197887,4,False
0.206,0.986,2,-3.688,1,0.0723,2.41e-05,0.648,0.331,0.684,151.813,audio_features,2xqF6YVc8YpDoicGzp4xAh,spotify:track:2xqF6YVc8YpDoicGzp4xAh,https://api.spotify.com/v1/tracks/2xqF6YVc8YpDoicGzp4xAh,https://api.spotify.com/v1/audio-analysis/2xqF6YVc8YpDoicGzp4xAh,174907,4,False
0.451,0.784,0,-8.593,1,0.0397,0.00123,6.98e-06,0.201,0.598,139.834,audio_features,3kPoDvUMhdPAPXSxzj1lZ7,spotify:track:3kPoDvUMhdPAPXSxzj1lZ7,https://api.spotify.com/v1/tracks/3kPoDvUMhdPAPXSxzj1lZ7,https://api.spotify.com/v1/audio-analysis/3kPoDvUMhdPAPXSxzj1lZ7,99207,4,False
0.522,0.115,10,-26.767,0,0.0346,0.722,0.00729,0.171,0.225,112.095,audio_features,6DQlAxSYcecpIPAjJC36aJ,spotify:track:6DQlAxSYcecpIPAjJC36aJ,https://api.spotify.com/v1/tracks/6DQlAxSYcecpIPAjJC36aJ,https://api.spotify.com/v1/audio-analysis/6DQlAxSYcecpIPAjJC36aJ,47216,4,False
0.472,0.181,0,-19.187,1,0.0474,0.725,0,0.0872,0.358,153.903,audio_features,0SjDshX9dKeY73Pf512FMU,spotify:track:0SjDshX9dKeY73Pf512FMU,https://api.spotify.com/v1/tracks/0SjDshX9dKeY73Pf512FMU,https://api.spotify.com/v1/audio-analysis/0SjDshX9dKeY73Pf512FMU,225947,3,False
0.5,0.269,5,-10.618,1,0.0376,0.928,0.000753,0.095,0.594,76.945,audio_features,0AM0MsdKxJjrqC7ArJWVWH,spotify:track:0AM0MsdKxJjrqC7ArJWVWH,https://api.spotify.com/v1/tracks/0AM0MsdKxJjrqC7ArJWVWH,https://api.spotify.com/v1/audio-analysis/0AM0MsdKxJjrqC7ArJWVWH,150187,3,False
0.494,0.913,6,-2.685,0,0.357,0.0337,0,0.152,0.532,190.858,audio_features,4cWCrweOoe3uiPpqw3F3yc,spotify:track:4cWCrweOoe3uiPpqw3F3yc,https://api.spotify.com/v1/tracks/4cWCrweOoe3uiPpqw3F3yc,https://api.spotify.com/v1/audio-analysis/4cWCrweOoe3uiPpqw3F3yc,181342,4,False
0.597,0.551,0,-8.186,1,0.0378,0.463,0,0.104,0.639,74.141,audio_features,6HROTDwBKzYgOo5z9T9uZd,spotify:track:6HROTDwBKzYgOo5z9T9uZd,https://api.spotify.com/v1/tracks/6HROTDwBKzYgOo5z9T9uZd,https://api.spotify.com/v1/audio-analysis/6HROTDwBKzYgOo5z9T9uZd,269773,4,False
0.657,0.88,10,-3.672,0,0.102,0.121,0,0.463,0.769,150.084,audio_features,37ZtpRBkHcaq6hHy0X98zn,spotify:track:37ZtpRBkHcaq6hHy0X98zn,https://api.spotify.com/v1/tracks/37ZtpRBkHcaq6hHy0X98zn,https://api.spotify.com/v1/audio-analysis/37ZtpRBkHcaq6hHy0X98zn,205493,4,False
0.833,0.761,11,-4.905,1,0.195,0.0158,1.41e-06,0.161,0.377,134.047,audio_features,2U3LJfQB0ALLxC7Yy0QW7l,spotify:track:2U3LJfQB0ALLxC7Yy0QW7l,https://api.spotify.com/v1/tracks/2U3LJfQB0ALLxC7Yy0QW7l,https://api.spotify.com/v1/audio-analysis/2U3LJfQB0ALLxC7Yy0QW7l,246916,4,False
