danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Hot
0.487,0.998,4,-3.972,0,0.11,0.000932,1.45e-06,0.234,0.489,74.981,audio_features,6SZu8hvCQ4PYzSi3nhDjeu,spotify:track:6SZu8hvCQ4PYzSi3nhDjeu,https://api.spotify.com/v1/tracks/6SZu8hvCQ4PYzSi3nhDjeu,https://api.spotify.com/v1/audio-analysis/6SZu8hvCQ4PYzSi3nhDjeu,210900,4,False
0.708,0.772,0,-6.462,1,0.117,0.00367,4.46e-06,0.264,0.507,147.915,audio_features,1UMkNyruFOR96TdtBVDGUJ,spotify:track:1UMkNyruFOR96TdtBVDGUJ,https://api.spotify.com/v1/tracks/1UMkNyruFOR96TdtBVDGUJ,https://api.spotify.com/v1/audio-analysis/1UMkNyruFOR96TdtBVDGUJ,227573,4,False
0.226,0.999,4,-3.77,0,0.204,0.000694,0.0497,0.819,0.0566,104.636,audio_features,2MM7824ht8LrT5oa00bgt8,spotify:track:2MM7824ht8LrT5oa00bgt8,https://api.spotify.com/v1/tracks/2MM7824ht8LrT5oa00bgt8,https://api.spotify.com/v1/audio-analysis/2MM7824ht8LrT5oa00bgt8,491853,3,False
0.465,0.267,7,-16.295,1,0.0322,0.0586,0.000571,0.103,0.383,128.822,audio_features,36U83nN7lVsjOUfRYHWrkj,spotify:track:36U83nN7lVsjOUfRYHWrkj,https://api.spotify.com/v1/tracks/36U83nN7lVsjOUfRYHWrkj,https://api.spotify.com/v1/audio-analysis/36U83nN7lVsjOUfRYHWrkj,196267,4,False
0.58,0.287,5,-13.144,1,0.0306,0.851,0,0.0897,0.442,128.057,audio_features,6vdEIxv6PhViIvkdaNFRYH,spotify:track:6vdEIxv6PhViIvkdaNFRYH,https://api.spotify.com/v1/tracks/6vdEIxv6PhViIvkdaNFRYH,https://api.spotify.com/v1/audio-analysis/6vdEIxv6PhViIvkdaNFRYH,226802,4,False
0.514,0.476,6,-12.018,1,0.0922,0.529,0.00217,0.125,0.328,129.791,audio_features,6rq9UYU1oDAYuy1flEiQ8t,spotify:track:6rq9UYU1oDAYuy1flEiQ8t,https://api.spotify.com/v1/tracks/6rq9UYU1oDAYuy1flEiQ8t,https://api.spotify.com/v1/audio-analysis/6rq9UYU1oDAYuy1flEiQ8t,137500,4,False
0.317,0.972,7,-5.616,0,0.342,8.01e-05,0.00193,0.114,0.199,156.128,audio_features,26IOcNAvtnGl7Scpk6w8Eo,spotify:track:26IOcNAvtnGl7Scpk6w8Eo,https://api.spotify.com/v1/tracks/26IOcNAvtnGl7Scpk6w8Eo,https://api.spotify.com/v1/audio-analysis/26IOcNAvtnGl7Scpk6w8Eo,315840,4,False
0.19,0.112,7,-19.22,0,0.049,0.873,0.555,0.278,0.0743,84.05,audio_features,5EsSy7Jermr55aGpbW0KfM,spotify:track:5EsSy7Jermr55aGpbW0KfM,https://api.spotify.com/v1/tracks/5EsSy7Jermr55aGpbW0KfM,https://api.spotify.com/v1/audio-analysis/5EsSy7Jermr55aGpbW0KfM,522000,3,False
0.532,0.939,1,-7.184,1,0.0408,0.00353,0.863,0.0866,0.419,132.027,audio_features,4lpLxbZRJADZZWydDu9wh5,spotify:track:4lpLxbZRJADZZWydDu9wh5,https://api.spotify.com/v1/tracks/4lpLxbZRJADZZWydDu9wh5,https://api.spotify.com/v1/audio-analysis/4lpLxbZRJADZZWydDu9wh5,490909,4,False
0.608,0.92,9,-5.027,0,0.0411,0.000593,0.164,0.138,0.242,124.998,audio_features,5qt6MKvWfnWvDRDUuMMwLg,spotify:track:5qt6MKvWfnWvDRDUuMMwLg,https://api.spotify.com/v1/tracks/5qt6MKvWfnWvDRDUuMMwLg,https://api.spotify.com/v1/audio-analysis/5qt6MKvWfnWvDRDUuMMwLg,178560,4,False
0.712,0.63,9,-6.202,1,0.0299,0.257,6.65e-05,0.0999,0.768,118.378,audio_features,1nVoLxz8C0uGgMKfywy0vf,spotify:track:1nVoLxz8C0uGgMKfywy0vf,https://api.spotify.com/v1/tracks/1nVoLxz8C0uGgMKfywy0vf,https://api.spotify.com/v1/audio-analysis/1nVoLxz8C0uGgMKfywy0vf,204627,4,False
0.667,0.721,7,-7.17,1,0.0329,0.00915,0.0137,0.105,0.567,110.094,audio_features,4O1aEPLNamT9ZuClNZi2KM,spotify:track:4O1aEPLNamT9ZuClNZi2KM,https://api.spotify.com/v1/tracks/4O1aEPLNamT9ZuClNZi2KM,https://api.spotify.com/v1/audio-analysis/4O1aEPLNamT9ZuClNZi2KM,265733,4,False
0.682,0.458,10,-7.016,1,0.0306,0.801,0,0.23,0.353,94.143,audio_features,3I4CjWEqtVIilL3UEwIOjK,spotify:track:3I4CjWEqtVIilL3UEwIOjK,https://api.spotify.com/v1/tracks/3I4CjWEqtVIilL3UEwIOjK,https://api.spotify.com/v1/audio-analysis/3I4CjWEqtVIilL3UEwIOjK,273173,4,False
0.418,0.106,8,-22.507,0,0.0448,0.994,0.0292,0.179,0.8,46.718,audio_features,4tHqQMWSqmL6YjXwsqthDI,spotify:track:4tHqQMWSqmL6YjXwsqthDI,https://api.spotify.com/v1/tracks/4tHqQMWSqmL6YjXwsqthDI,https://api.spotify.com/v1/audio-analysis/4tHqQMWSqmL6YjXwsqthDI,85267,4,False
0.438,0.705,5,-8.438,1,0.0407,0.0371,0.81,0.357,0.0798,89.986,audio_features,70ug5CbbHb9AhWSeJgeLMd,spotify:track:70ug5CbbHb9AhWSeJgeLMd,https://api.spotify.com/v1/tracks/70ug5CbbHb9AhWSeJgeLMd,https://api.spotify.com/v1/audio-analysis/70ug5CbbHb9AhWSeJgeLMd,382013,4,False
0.413,0.0149,1,-23.076,1,0.0389,0.994,0.866,0.189,0.0409,62.251,audio_features,5L2IeMfRRgKLXWaa16M89e,spotify:track:5L2IeMfRRgKLXWaa16M89e,https://api.spotify.com/v1/tracks/5L2IeMfRRgKLXWaa16M89e,https://api.spotify.com/v1/audio-analysis/5L2IeMfRRgKLXWaa16M89e,340067,4,False
0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,audio_features,7CpbhqKUedOIrcvc94p60Y,spotify:track:7CpbhqKUedOIrcvc94p60Y,https://api.spotify.com/v1/tracks/7CpbhqKUedOIrcvc94p60Y,https://api.spotify.com/v1/audio-analysis/7CpbhqKUedOIrcvc94p60Y,201960,4,False
0.618,0.102,7,-15.999,1,0.0985,0.976,0,0.192,0.257,49.122,audio_features,3c2B6dWHyOrvp036k9aqDG,spotify:track:3c2B6dWHyOrvp036k9aqDG,https://api.spotify.com/v1/tracks/3c2B6dWHyOrvp036k9aqDG,https://api.spotify.com/v1/audio-analysis/3c2B6dWHyOrvp036k9aqDG,63947,3,False
0.566,0.53,0,-16.906,1,0.0509,0.0186,1.45e-05,0.0942,0.666,115.816,audio_features,4dthhqR8ktptAcQvFFpQcf,spotify:track:4dthhqR8ktptAcQvFFpQcf,https://api.spotify.com/v1/tracks/4dthhqR8ktptAcQvFFpQcf,https://api.spotify.com/v1/audio-analysis/4dthhqR8ktptAcQvFFpQcf,363573,4,False
0.482,0.976,5,-3.941,0,0.0874,0.0039,0.599,0.385,0.734,66.68,audio_features,2GTuu6y8lFxJzdj89g59en,spotify:track:2GTuu6y8lFxJzdj89g59en,https://api.spotify.com/v1/tracks/2GTuu6y8lFxJzdj89g59en,https://api.spotify.com/v1/audio-analysis/2GTuu6y8lFxJzdj89g59en,62903,4,False
0.46,0.473,9,-10.03,0,0.0419,0.642,0.288,0.16,0.608,104.359,audio_features,12OYXGzruDKoo3Dcj0oh7r,spotify:track:12OYXGzruDKoo3Dcj0oh7r,https://api.spotify.com/v1/tracks/12OYXGzruDKoo3Dcj0oh7r,https://api.spotify.com/v1/audio-analysis/12OYXGzruDKoo3Dcj0oh7r,198550,3,False
0.326,0.963,5,-29.906,1,0.585,0.926,0.86,0.986,0.0315,116.92,audio_features,6jwd9j7uqU3uo7VQTEgxZQ,spotify:track:6jwd9j7uqU3uo7VQTEgxZQ,https://api.spotify.com/v1/tracks/6jwd9j7uqU3uo7VQTEgxZQ,https://api.spotify.com/v1/audio-analysis/6jwd9j7uqU3uo7VQTEgxZQ,69070,3,False
0.927,0.875,0,-7.555,1,0.0458,0.0893,7.45e-05,0.0539,0.926,137.967,audio_features,7nQHLshlCbtqwyNrzXqIrt,spotify:track:7nQHLshlCbtqwyNrzXqIrt,https://api.spotify.com/v1/tracks/7nQHLshlCbtqwyNrzXqIrt,https://api.spotify.com/v1/audio-analysis/7nQHLshlCbtqwyNrzXqIrt,279795,4,False
0.528,0.896,11,-3.594,1,0.0338,0.00369,1.75e-05,0.118,0.344,148.085,audio_features,6APxwkx2Wqlw385lt2KNnQ,spotify:track:6APxwkx2Wqlw385lt2KNnQ,https://api.spotify.com/v1/tracks/6APxwkx2Wqlw385lt2KNnQ,https://api.spotify.com/v1/audio-analysis/6APxwkx2Wqlw385lt2KNnQ,220676,4,False
0.306,0.925,7,-4.004,1,0.18,0.0231,1.91e-05,0.504,0.638,176.656,audio_features,2rplG3KXgW0GVF0M7URL1B,spotify:track:2rplG3KXgW0GVF0M7URL1B,https://api.spotify.com/v1/tracks/2rplG3KXgW0GVF0M7URL1B,https://api.spotify.com/v1/audio-analysis/2rplG3KXgW0GVF0M7URL1B,144587,4,False
0.715,0.633,5,-7.165,1,0.0425,0.025,0,0.0664,0.285,109.018,audio_features,2VxJAEJff8YpPkr5q1sLK5,spotify:track:2VxJAEJff8YpPkr5q1sLK5,https://api.spotify.com/v1/tracks/2VxJAEJff8YpPkr5q1sLK5,https://api.spotify.com/v1/audio-analysis/2VxJAEJff8YpPkr5q1sLK5,163827,4,False
0.457,0.305,3,-14.809,1,0.0347,0.613,0.672,0.18,0.226,129.874,audio_features,402eYv9sGEHqssOqFu8iCG,spotify:track:402eYv9sGEHqssOqFu8iCG,https://api.spotify.com/v1/tracks/402eYv9sGEHqssOqFu8iCG,https://api.spotify.com/v1/audio-analysis/402eYv9sGEHqssOqFu8iCG,345293,4,False
0.929,0.563,9,-7.428,1,0.49,0.000592,0,0.244,0.353,129.957,audio_features,6vxU64pcIuQ38O015Zy4qj,spotify:track:6vxU64pcIuQ38O015Zy4qj,https://api.spotify.com/v1/tracks/6vxU64pcIuQ38O015Zy4qj,https://api.spotify.com/v1/audio-analysis/6vxU64pcIuQ38O015Zy4qj,213885,4,False
0.8,0.821,0,-5.987,1,0.173,0.0186,0.00466,0.138,0.802,123.988,audio_features,69VIUl49wLAzZ1biq5NkUW,spotify:track:69VIUl49wLAzZ1biq5NkUW,https://api.spotify.com/v1/tracks/69VIUl49wLAzZ1biq5NkUW,https://api.spotify.com/v1/audio-analysis/69VIUl49wLAzZ1biq5NkUW,282601,4,False
0.613,0.495,0,-6.606,1,0.0458,0.741,0,0.343,0.885,175.993,audio_features,481nyIuHnmKg82QYzae8V0,spotify:track:481nyIuHnmKg82QYzae8V0,https://api.spotify.com/v1/tracks/481nyIuHnmKg82QYzae8V0,https://api.spotify.com/v1/audio-analysis/481nyIuHnmKg82QYzae8V0,104773,4,False
0.167,0.274,9,-14.837,0,0.0429,0.186,0.00781,0.0987,0.161,80.293,audio_features,0RpR6Qi8wMrDeo3FSKcofO,spotify:track:0RpR6Qi8wMrDeo3FSKcofO,https://api.spotify.com/v1/tracks/0RpR6Qi8wMrDeo3FSKcofO,https://api.spotify.com/v1/audio-analysis/0RpR6Qi8wMrDeo3FSKcofO,224533,4,False
0.321,0.313,2,-13.611,1,0.0379,0.923,0.634,0.0845,0.122,107.66,audio_features,3s3wgK6sOzeZ9b2siCD3k4,spotify:track:3s3wgK6sOzeZ9b2siCD3k4,https://api.spotify.com/v1/tracks/3s3wgK6sOzeZ9b2siCD3k4,https://api.spotify.com/v1/audio-analysis/3s3wgK6sOzeZ9b2siCD3k4,79467,4,False
0.609,0.758,2,-5.923,1,0.0358,0.145,0,0.0928,0.709,116.018,audio_features,4aRPBgglUnHx2KyXMFGxU9,spotify:track:4aRPBgglUnHx2KyXMFGxU9,https://api.spotify.com/v1/tracks/4aRPBgglUnHx2KyXMFGxU9,https://api.spotify.com/v1/audio-analysis/4aRPBgglUnHx2KyXMFGxU9,253373,4,False
0.564,0.308,7,-12.166,0,0.0284,0.825,0.0587,0.108,0.219,97.669,audio_features,4IrUF8rhHYXdtEZ9xWbidX,spotify:track:4IrUF8rhHYXdtEZ9xWbidX,https://api.spotify.com/v1/tracks/4IrUF8rhHYXdtEZ9xWbidX,https://api.spotify.com/v1/audio-analysis/4IrUF8rhHYXdtEZ9xWbidX,242213,4,False
0.779,0.572,6,-9.985,0,0.378,0.157,0,0.246,0.647,135.956,audio_features,2P3SLxeQHPqh8qKB6gtJY2,spotify:track:2P3SLxeQHPqh8qKB6gtJY2,https://api.spotify.com/v1/tracks/2P3SLxeQHPqh8qKB6gtJY2,https://api.spotify.com/v1/audio-analysis/2P3SLxeQHPqh8qKB6gtJY2,300160,4,False
0.595,0.822,7,-8.857,1,0.0546,0.226,0.815,0.411,0.873,111.677,audio_features,6ZEK3j6uFATkyuVUlwK3T7,spotify:track:6ZEK3j6uFATkyuVUlwK3T7,https://api.spotify.com/v1/tracks/6ZEK3j6uFATkyuVUlwK3T7,https://api.spotify.com/v1/audio-analysis/6ZEK3j6uFATkyuVUlwK3T7,101787,4,False
0.141,0.456,7,-13.194,1,0.0338,0.247,0.13,0.101,0.157,83.053,audio_features,2FqJYBr4L4boPdzawhXpLb,spotify:track:2FqJYBr4L4boPdzawhXpLb,https://api.spotify.com/v1/tracks/2FqJYBr4L4boPdzawhXpLb,https://api.spotify.com/v1/audio-analysis/2FqJYBr4L4boPdzawhXpLb,322667,4,False
0.203,0.157,2,-12.426,1,0.0433,0.957,2.99e-05,0.115,0.166,76.394,audio_features,6XwJOzhNk8XUG53RBq6ODe,spotify:track:6XwJOzhNk8XUG53RBq6ODe,https://api.spotify.com/v1/tracks/6XwJOzhNk8XUG53RBq6ODe,https://api.spotify.com/v1/audio-analysis/6XwJOzhNk8XUG53RBq6ODe,369421,4,False
0.398,0.993,8,-2.991,1,0.249,0.000108,4.88e-06,0.319,0.342,167.08,audio_features,7ggGTSxuNkyJlADN1m111o,spotify:track:7ggGTSxuNkyJlADN1m111o,https://api.spotify.com/v1/tracks/7ggGTSxuNkyJlADN1m111o,https://api.spotify.com/v1/audio-analysis/7ggGTSxuNkyJlADN1m111o,215849,4,False
0.589,0.771,9,-3.836,1,0.0426,0.235,0,0.685,0.622,121.732,audio_features,0YElh6mPKjfNN3ev71a5LK,spotify:track:0YElh6mPKjfNN3ev71a5LK,https://api.spotify.com/v1/tracks/0YElh6mPKjfNN3ev71a5LK,https://api.spotify.com/v1/audio-analysis/0YElh6mPKjfNN3ev71a5LK,175693,4,False
0.582,0.775,5,-5.257,0,0.119,0.401,3.6e-06,0.147,0.201,84.977,audio_features,1u02ojtD0HOcuvZJdDaG6u,spotify:track:1u02ojtD0HOcuvZJdDaG6u,https://api.spotify.com/v1/tracks/1u02ojtD0HOcuvZJdDaG6u,https://api.spotify.com/v1/audio-analysis/1u02ojtD0HOcuvZJdDaG6u,182500,4,False
0.191,0.829,5,-8.271,1,0.0502,0.467,0.848,0.145,0.227,148.656,audio_features,0gBNJAZ0ANhEgjSgfJy3IH,spotify:track:0gBNJAZ0ANhEgjSgfJy3IH,https://api.spotify.com/v1/tracks/0gBNJAZ0ANhEgjSgfJy3IH,https://api.spotify.com/v1/audio-analysis/0gBNJAZ0ANhEgjSgfJy3IH,291703,3,False
0.644,0.561,9,-7.118,1,0.0318,0.234,0.00359,0.104,0.0615,95.014,audio_features,5RRNZFyOi17nTh2bPEKPtp,spotify:track:5RRNZFyOi17nTh2bPEKPtp,https://api.spotify.com/v1/tracks/5RRNZFyOi17nTh2bPEKPtp,https://api.spotify.com/v1/audio-analysis/5RRNZFyOi17nTh2bPEKPtp,277507,4,False
0.449,0.39,2,-8.263,1,0.0363,0.256,0,0.147,0.123,130.11,audio_features,3AMQKTsIR0ukMOXvPkwaKz,spotify:track:3AMQKTsIR0ukMOXvPkwaKz,https://api.spotify.com/v1/tracks/3AMQKTsIR0ukMOXvPkwaKz,https://api.spotify.com/v1/audio-analysis/3AMQKTsIR0ukMOXvPkwaKz,242733,4,False
0.489,0.568,0,-5.715,0,0.0472,0.503,0,0.113,0.628,95.051,audio_features,3z7gyWXwN1jvZPF9mQXoP9,spotify:track:3z7gyWXwN1jvZPF9mQXoP9,https://api.spotify.com/v1/tracks/3z7gyWXwN1jvZPF9mQXoP9,https://api.spotify.com/v1/audio-analysis/3z7gyWXwN1jvZPF9mQXoP9,210333,4,False
0.535,0.53,5,-10.529,0,0.0314,0.00183,0.0361,0.0935,0.12,95.051,audio_features,512d23mO1Mrw47DhsR4iUm,spotify:track:512d23mO1Mrw47DhsR4iUm,https://api.spotify.com/v1/tracks/512d23mO1Mrw47DhsR4iUm,https://api.spotify.com/v1/audio-analysis/512d23mO1Mrw47DhsR4iUm,187142,4,False
0.737,0.73,11,-6.769,0,0.0433,0.00355,0.000838,0.0225,0.744,117.997,audio_features,3MTFKycXaCc92gaHlJeOWq,spotify:track:3MTFKycXaCc92gaHlJeOWq,https://api.spotify.com/v1/tracks/3MTFKycXaCc92gaHlJeOWq,https://api.spotify.com/v1/audio-analysis/3MTFKycXaCc92gaHlJeOWq,359000,4,False
0.662,0.535,0,-7.715,1,0.0663,0.516,0,0.0937,0.305,111.862,audio_features,1wZqdAM2oLrB7UJTS4pIqf,spotify:track:1wZqdAM2oLrB7UJTS4pIqf,https://api.spotify.com/v1/tracks/1wZqdAM2oLrB7UJTS4pIqf,https://api.spotify.com/v1/audio-analysis/1wZqdAM2oLrB7UJTS4pIqf,389880,4,False
0.812,0.849,2,-5.154,1,0.233,0.624,0,0.269,0.745,119.965,audio_features,7r6jIFVsiWGRxi7EOCQJGs,spotify:track:7r6jIFVsiWGRxi7EOCQJGs,https://api.spotify.com/v1/tracks/7r6jIFVsiWGRxi7EOCQJGs,https://api.spotify.com/v1/audio-analysis/7r6jIFVsiWGRxi7EOCQJGs,197360,4,False
0.65,0.347,2,-10.309,1,0.0315,0.833,0.000271,0.114,0.407,128.03,audio_features,4ayUB2ebfApkapXOaSTkzP,spotify:track:4ayUB2ebfApkapXOaSTkzP,https://api.spotify.com/v1/tracks/4ayUB2ebfApkapXOaSTkzP,https://api.spotify.com/v1/audio-analysis/4ayUB2ebfApkapXOaSTkzP,239434,4,False
0.431,0.962,6,-3.269,1,0.0789,8.34e-06,5.04e-06,0.321,0.585,156.103,audio_features,4Q1w4Ryyi8KNxxaFlOQClK,spotify:track:4Q1w4Ryyi8KNxxaFlOQClK,https://api.spotify.com/v1/tracks/4Q1w4Ryyi8KNxxaFlOQClK,https://api.spotify.com/v1/audio-analysis/4Q1w4Ryyi8KNxxaFlOQClK,197293,4,False
0.605,0.522,6,-6.41,0,0.029,0.572,0.46,0.178,0.785,160.048,audio_features,4RbsgRcX1d2nZCNcbaOFwd,spotify:track:4RbsgRcX1d2nZCNcbaOFwd,https://api.spotify.com/v1/tracks/4RbsgRcX1d2nZCNcbaOFwd,https://api.spotify.com/v1/audio-analysis/4RbsgRcX1d2nZCNcbaOFwd,315597,4,False
0.351,0.153,11,-11.954,0,0.0322,0.903,0,0.405,0.212,91.749,audio_features,6WdcvzQADmrL8nucimUV6r,spotify:track:6WdcvzQADmrL8nucimUV6r,https://api.spotify.com/v1/tracks/6WdcvzQADmrL8nucimUV6r,https://api.spotify.com/v1/audio-analysis/6WdcvzQADmrL8nucimUV6r,183893,4,False
0.718,0.623,7,-9.025,1,0.147,0.262,0,0.177,0.632,76.964,audio_features,5076Z7xvDF9BMsu1f7lgYH,spotify:track:5076Z7xvDF9BMsu1f7lgYH,https://api.spotify.com/v1/tracks/5076Z7xvDF9BMsu1f7lgYH,https://api.spotify.com/v1/audio-analysis/5076Z7xvDF9BMsu1f7lgYH,268933,4,False
0.695,0.0374,4,-21.451,1,0.14,0.462,0.386,0.0853,0.255,116.189,audio_features,0U76nUYzAuGy9rsgm5hhrw,spotify:track:0U76nUYzAuGy9rsgm5hhrw,https://api.spotify.com/v1/tracks/0U76nUYzAuGy9rsgm5hhrw,https://api.spotify.com/v1/audio-analysis/0U76nUYzAuGy9rsgm5hhrw,126250,4,False
0.445,0.429,2,-11.884,1,0.0407,0.0828,0.847,0.0994,0.0924,128.139,audio_features,43DR35LIgmDuEEKpKyH8XP,spotify:track:43DR35LIgmDuEEKpKyH8XP,https://api.spotify.com/v1/tracks/43DR35LIgmDuEEKpKyH8XP,https://api.spotify.com/v1/audio-analysis/43DR35LIgmDuEEKpKyH8XP,253649,3,False
0.84,0.286,9,-17.709,0,0.211,0.0809,0.859,0.0558,0.832,84.993,audio_features,3RCo0CdAj2gM5se4vbFt6N,spotify:track:3RCo0CdAj2gM5se4vbFt6N,https://api.spotify.com/v1/tracks/3RCo0CdAj2gM5se4vbFt6N,https://api.spotify.com/v1/audio-analysis/3RCo0CdAj2gM5se4vbFt6N,251813,4,False
0.562,0.703,1,-5.457,1,0.0361,0.00205,0,0.15,0.538,122.986,audio_features,23xx852ectQgmp1G78zSpd,spotify:track:23xx852ectQgmp1G78zSpd,https://api.spotify.com/v1/tracks/23xx852ectQgmp1G78zSpd,https://api.spotify.com/v1/audio-analysis/23xx852ectQgmp1G78zSpd,194200,4,False
0.115,0.114,6,-19.241,0,0.0386,0.956,0.831,0.109,0.0399,72.919,audio_features,1k3EpbCphoIzZKj0uZ1KND,spotify:track:1k3EpbCphoIzZKj0uZ1KND,https://api.spotify.com/v1/tracks/1k3EpbCphoIzZKj0uZ1KND,https://api.spotify.com/v1/audio-analysis/1k3EpbCphoIzZKj0uZ1KND,643000,4,False
0.727,0.758,7,-6.175,0,0.0314,0.0349,0,0.21,0.814,124.046,audio_features,4eUtd2FVCln6mm3m65INY8,spotify:track:4eUtd2FVCln6mm3m65INY8,https://api.spotify.com/v1/tracks/4eUtd2FVCln6mm3m65INY8,https://api.spotify.com/v1/audio-analysis/4eUtd2FVCln6mm3m65INY8,194613,3,False
0.717,0.371,0,-6.555,1,0.194,0.596,9.41e-05,0.276,0.789,103.859,audio_features,0q1QRbEWT4lfY50TBokEQH,spotify:track:0q1QRbEWT4lfY50TBokEQH,https://api.spotify.com/v1/tracks/0q1QRbEWT4lfY50TBokEQH,https://api.spotify.com/v1/audio-analysis/0q1QRbEWT4lfY50TBokEQH,115464,4,False
0.588,0.39,8,-7.753,1,0.0578,0.726,1.26e-05,0.0965,0.206,96.571,audio_features,2gbRKKSyW7e7vAkyvrJkte,spotify:track:2gbRKKSyW7e7vAkyvrJkte,https://api.spotify.com/v1/tracks/2gbRKKSyW7e7vAkyvrJkte,https://api.spotify.com/v1/audio-analysis/2gbRKKSyW7e7vAkyvrJkte,146267,4,False
0.577,0.389,2,-10.456,1,0.0312,0.692,0.929,0.155,0.13,98.957,audio_features,7g2UHEjThVRF5PESI8EFia,spotify:track:7g2UHEjThVRF5PESI8EFia,https://api.spotify.com/v1/tracks/7g2UHEjThVRF5PESI8EFia,https://api.spotify.com/v1/audio-analysis/7g2UHEjThVRF5PESI8EFia,270153,4,False
0.286,0.982,0,-3.828,0,0.131,3.39e-05,0.00675,0.309,0.118,110.629,audio_features,6vjvewW34Y3UiGQtJokGlY,spotify:track:6vjvewW34Y3UiGQtJokGlY,https://api.spotify.com/v1/tracks/6vjvewW34Y3UiGQtJokGlY,https://api.spotify.com/v1/audio-analysis/6vjvewW34Y3UiGQtJokGlY,311507,4,False
0.4,0.972,4,-5.004,1,0.122,0.0131,0.00497,0.6,0.244,137.894,audio_features,3tbDapDgnGgtFDuockam36,spotify:track:3tbDapDgnGgtFDuockam36,https://api.spotify.com/v1/tracks/3tbDapDgnGgtFDuockam36,https://api.spotify.com/v1/audio-analysis/3tbDapDgnGgtFDuockam36,209980,4,False
0.244,0.431,7,-9.95,1,0.0511,0.255,0,0.264,0.356,91.97,audio_features,3GdMdxj4tTpku3kycs2tGO,spotify:track:3GdMdxj4tTpku3kycs2tGO,https://api.spotify.com/v1/tracks/3GdMdxj4tTpku3kycs2tGO,https://api.spotify.com/v1/audio-analysis/3GdMdxj4tTpku3kycs2tGO,263707,3,False
0.403,0.208,9,-14.549,1,0.0477,0.959,0.708,0.13,0.705,61.648,audio_features,50chAGg5F6AoixrRT60XLe,spotify:track:50chAGg5F6AoixrRT60XLe,https://api.spotify.com/v1/tracks/50chAGg5F6AoixrRT60XLe,https://api.spotify.com/v1/audio-analysis/50chAGg5F6AoixrRT60XLe,89080,4,False
0.474,0.662,6,-4.103,0,0.0265,0.0141,6.69e-05,0.16,0.275,107.299,audio_features,1phZmgskwAn3KklntZQGSC,spotify:track:1phZmgskwAn3KklntZQGSC,https://api.spotify.com/v1/tracks/1phZmgskwAn3KklntZQGSC,https://api.spotify.com/v1/audio-analysis/1phZmgskwAn3KklntZQGSC,270627,4,False
0.424,0.535,9,-9.425,1,0.0954,0.8,0.881,0.114,0.306,69.44,audio_features,4mnKnU41ESwHkmdWJLGEWv,spotify:track:4mnKnU41ESwHkmdWJLGEWv,https://api.spotify.com/v1/tracks/4mnKnU41ESwHkmdWJLGEWv,https://api.spotify.com/v1/audio-analysis/4mnKnU41ESwHkmdWJLGEWv,110533,4,False
0.467,0.068,10,-20.772,1,0.153,0.983,0,0.12,0.0769,73.461,audio_features,0oILooNHateISsyrw3VHZc,spotify:track:0oILooNHateISsyrw3VHZc,https://api.spotify.com/v1/tracks/0oILooNHateISsyrw3VHZc,https://api.spotify.com/v1/audio-analysis/0oILooNHateISsyrw3VHZc,177760,4,False
0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,audio_features,2BEcap3xJtmiPaHKyfQi4e,spotify:track:2BEcap3xJtmiPaHKyfQi4e,https://api.spotify.com/v1/tracks/2BEcap3xJtmiPaHKyfQi4e,https://api.spotify.com/v1/audio-analysis/2BEcap3xJtmiPaHKyfQi4e,209884,4,False
0.51,0.226,10,-14.307,1,0.0292,0.666,2.3e-06,0.318,0.174,71.401,audio_features,1CzgvJvt2JRy4uEX3SVaxO,spotify:track:1CzgvJvt2JRy4uEX3SVaxO,https://api.spotify.com/v1/tracks/1CzgvJvt2JRy4uEX3SVaxO,https://api.spotify.com/v1/audio-analysis/1CzgvJvt2JRy4uEX3SVaxO,252600,4,False
0.555,0.697,7,-8.615,1,0.0411,0.0289,4.77e-06,0.0785,0.902,127.303,audio_features,4A8jvQQ5EnKlTJIirMhgfA,spotify:track:4A8jvQQ5EnKlTJIirMhgfA,https://api.spotify.com/v1/tracks/4A8jvQQ5EnKlTJIirMhgfA,https://api.spotify.com/v1/audio-analysis/4A8jvQQ5EnKlTJIirMhgfA,243067,4,False
0.836,0.352,10,-13.664,0,0.0699,0.00833,0.937,0.123,0.249,139.974,audio_features,6YqroNoDYeQAOUMpdmim9M,spotify:track:6YqroNoDYeQAOUMpdmim9M,https://api.spotify.com/v1/tracks/6YqroNoDYeQAOUMpdmim9M,https://api.spotify.com/v1/audio-analysis/6YqroNoDYeQAOUMpdmim9M,183433,4,False
0.792,0.467,8,-6.311,0,0.0508,0.0939,0.0164,0.0897,0.0544,137.033,audio_features,6pn21DwMsdRgTJA2wqh8PU,spotify:track:6pn21DwMsdRgTJA2wqh8PU,https://api.spotify.com/v1/tracks/6pn21DwMsdRgTJA2wqh8PU,https://api.spotify.com/v1/audio-analysis/6pn21DwMsdRgTJA2wqh8PU,187508,4,False
